Date,Champion,Position,Kills,Deaths,Assists,KDA,Win,Damage,Vision,Gold,cs,Kp,damage%,flash
2024-11-17 21:07:02,Morgana,UTILITY,12,2,14,13.0,True,20293,31,458.724,2.506,0.65,0.221,0
2024-11-17 20:35:37,Gangplank,TOP,2,4,0,0.5,False,9706,8,315.488,5.792,0.154,0.306,0
2024-11-17 19:50:40,Ornn,TOP,6,4,5,2.75,True,42287,19,458.448,8.228,0.367,0.27,0
2024-11-17 19:01:44,Chogath,TOP,17,12,12,2.417,True,59654,24,464.005,5.332,0.592,0.32,0
2024-11-16 23:35:14,Kayn,JUNGLE,5,10,6,1.1,False,21564,22,390.361,1.709,0.324,0.209,0
2024-11-16 22:48:07,Morgana,UTILITY,6,13,11,1.308,False,27922,53,350.135,1.19,0.405,0.204,0
2024-11-16 21:56:28,Kayn,JUNGLE,7,8,15,2.75,True,38023,43,407.987,1.009,0.489,0.185,1
2024-11-16 21:19:50,Udyr,JUNGLE,2,8,15,2.125,True,16967,21,368.334,0.749,0.515,0.15,0
2024-11-15 22:03:05,Kayn,JUNGLE,5,2,3,4.0,True,13133,20,413.535,0.741,0.229,0.154,0
2024-11-15 21:21:53,JarvanIV,JUNGLE,15,8,9,3.0,False,45997,31,429.46,0.665,0.649,0.321,0
2024-11-15 20:38:49,Belveth,JUNGLE,4,6,8,2.0,False,21137,28,393.005,0.477,0.462,0.236,0
2024-11-14 22:35:13,Sivir,BOTTOM,19,7,11,4.286,True,65820,15,552.305,7.998,0.652,0.402,1
2024-11-14 22:01:21,AurelionSol,MIDDLE,6,4,3,2.25,False,19849,14,406.012,7.767,0.45,0.25,0
2024-11-14 21:32:37,Hwei,MIDDLE,3,6,1,0.667,False,11535,9,370.3,7.75,0.333,0.254,0
